id,Name of BC,Contact Number,Gender,Bank Name,State,District,Pincode
1817,Jyotsna Amar,8467075229,female,Karur Vysya Bank,Odisha,RAYAGADA,765020
1818,Shashank Gupta,1362481421,male,Kotak Mahindra Bank,Odisha,KANDHAMAL,762010
1819,Rajbir Gupta,7582270196,female,IDBI Bank,Jharkhand,RAMGARH,829131
1820,Komal Roy,8193168840,female,RBL Bank,Delhi,SOUTH DELHI,110049
1821,Komal Kumari,6846274926,male,YES Bank,Punjab,ROPAR,140119
1822,Madhushree Chatterjee,1558926131,male,Bank of Baroda,Delhi,SHAHDARA,110095
1823,Albish Tirkey,4552862644,female,Bank of India,Punjab,LUDHIANA,141015
1824,Shivam Arya,3512960333,male,Bank of Maharashtra,Haryana,YAMUNANAGAR,135004
1825,Rohan Barak,9231161265,female,Canara Bank,Odisha,KALAHANDI,766031
1826,Gaurav Mewara,8552018329,male,Central Bank of India,Punjab,PATIALA,147102
1827,Lalit Singh Rautela,8988090873,male,Indian Bank,Jharkhand,LATEHAR,829207
1828,Chitrala Chaitanya,7940196625,male,Indian Overseas Bank,Jharkhand,LATEHAR,829206
1829,Madhu,9817785918,male,Punjab and Sind Bank,Bihar,EAST CHAMPARAN,845417
1830,Kajal Singh,7965847338,female,Punjab National Bank,Jharkhand,EAST SINGHBHUM,831007
1831,Risha Barat,7404067848,female,State Bank of India,Jharkhand,RAMGARH,829122
1832,Bhupendra Giri Goswami,9018990224,female,UCO Bank,Maharashtra,DHULE,424311
1833,Priti Das,9835129815,male,Union Bank of India,Delhi,NEW DELHI,110057
1834,Anchal Kumari,6312410901,male,Axis Bank,Punjab,ROPAR,140133
1835,Sourav Bose,7599174510,female,Bandhan Bank,Jharkhand,WEST SINGHBHUM,833102
1836,Heefsha Khatoon,9689958877,male,CSB Bank,Punjab,LUDHIANA,141107
1837,Pranav Anil Dange,6148668629,female,City Union Bank,Bihar,EAST CHAMPARAN,845440
1838,Saisreyas Reddy Gopireddy,4923143449,female,DCB Bank,Odisha,RAYAGADA,765021
1839,Ravinder Kumar,8379411172,female,Dhanlaxmi Bank,Odisha,KALAHANDI,766013
1840,Aadesh,6579315369,female,Federal Bank,Jharkhand,BOKARO,829132
1841,Prateek Sharma,6194152247,female,HDFC Bank,Delhi,SHAHDARA,110051
1842,Manmohan,5241374977,male,ICICI Bank,Punjab,ROPAR,140123
1843,Umar Papalal Jamadar,2372977503,male,IndusInd Bank,Delhi,EAST DELHI,110096
1844,Amit Verma,5138596203,female,IDFC FIRST Bank,Punjab,LUDHIANA,141016
1845,Nadakuditi Tarun Babu,5049846764,female,Karur Vysya Bank,Haryana,YAMUNANAGAR,135021
1846,Rakesh Singh Rawat,9313865767,female,Kotak Mahindra Bank,Odisha,KALAHANDI,766032
1847,Sushant Vishnu Narwade,4952929346,male,IDBI Bank,Bihar,DARBHANGA,847427
1848,Nandini Maheshwari,9068098420,male,RBL Bank,Jharkhand,LATEHAR,829208
1849,Chandrajeet Ramshrungar Yadav,3164901878,male,YES Bank,Bihar,EAST CHAMPARAN,845418
1850,Aakriti Mishra,8283853811,female,Bank of Baroda,Jharkhand,EAST SINGHBHUM,831009
1851,Madhurima Das,5037830610,female,Bank of India,Jharkhand,BOKARO,829123
1852,Rajen Dey,5209926927,female,Bank of Maharashtra,Maharashtra,DHULE,424318
1853,Subodh Kumar Patel,5103330738,female,Canara Bank,Delhi,WEST DELHI,110058
1854,Saifali Rafiq Momin,4387709011,female,Central Bank of India,Punjab,MOHALI,140201
1855,Kishan Tiwari,4163747119,female,Indian Bank,Jharkhand,WEST SINGHBHUM,833103
1856,Divya Maurya,1350844289,male,Indian Overseas Bank,Punjab,LUDHIANA,141108
1857,Amandeep Singh,6259343012,female,Punjab and Sind Bank,Odisha,RAYAGADA,765022
1858,Hari Charan,4244880314,male,Punjab National Bank,Odisha,BALANGIR,767022
1859,Ashutosh Verma,8993995784,female,State Bank of India,Jharkhand,RAMGARH,829133
1860,Durlab Kumbhakar,8343275580,male,UCO Bank,Delhi,NORTH WEST DELHI,110052
1861,Upasana Rathore,5023924656,male,Union Bank of India,Punjab,ROPAR,140124
1862,Praduman Singh,2487397554,female,Axis Bank,Delhi,SOUTH WEST DELHI,110097
1863,Madhusudan Tripathi,2110778979,female,Bandhan Bank,Punjab,LUDHIANA,141017
1864,Kamal Barman,6679747950,male,CSB Bank,Haryana,YAMUNANAGAR,135101
1865,Beauty Majumdar,8532681711,female,City Union Bank,Odisha,KALAHANDI,766036
1866,Chandrakant Maruti Jadhav,6402905043,male,DCB Bank,Bihar,EAST CHAMPARAN,845419
1867,Bhushan Suresh Suryavanshi,4537015278,female,Dhanlaxmi Bank,Jharkhand,EAST SINGHBHUM,831011
1868,Shabbir Chandu Mujawar,7646578446,male,Federal Bank,Jharkhand,RAMGARH,829125
1869,Priyanshu Jain,9267874552,female,HDFC Bank,Bihar,WEST CHAMPARAN,845306
1870,Mayank Lohiya,9923018620,female,ICICI Bank,Delhi,WEST DELHI,110059
1871,Mukul Pal,2257810970,female,IndusInd Bank,Punjab,ROPAR,140301
1872,Biswajit Pramanik,7688988574,male,IDFC FIRST Bank,Jharkhand,WEST SINGHBHUM,833104
1873,Sushant Krushnat Kamble,8548750426,female,Karur Vysya Bank,Punjab,LUDHIANA,141109
1874,Swarnadeep Kundu,1481666022,female,Kotak Mahindra Bank,Odisha,SONAPUR,767023
1875,Kalkoriya Dixit,3512910844,female,IDBI Bank,Jharkhand,Ramgarh,829134
1876,Shailashkumar J.Rajabhar,8174274897,male,RBL Bank,Delhi,SHAHDARA,110053
1877,Priti Naresh Kore,5410411694,female,YES Bank,Punjab,ROPAR,140125
1878,Nishi Kumar Ranjan,8653096549,male,Bank of Baroda,Delhi,NORTH WEST DELHI,110099
1879,Promita Das,8514530044,male,Bank of India,Punjab,LUDHIANA,141101
1880,Dharmender Singh,3608886028,female,Bank of Maharashtra,Haryana,YAMUNANAGAR,135102
1881,Pallavi Shivpuriya,7126891378,male,Canara Bank,Odisha,KALAHANDI,766037
1882,Sudhanshu Badodiya,6140976162,female,Central Bank of India,Bihar,MADHUBANI,847424
1883,Pallabi Shome,3388978109,male,Indian Bank,Punjab,ROPAR,140103
1884,Payal Gupta,2105634332,female,Indian Overseas Bank,Jharkhand,RANCHI,829209
1885,Dibya Chowdhury,5480162736,female,Punjab and Sind Bank,Bihar,EAST CHAMPARAN,845420
1886,Altamash Mushtaqueali Sayyed,5673847698,male,Punjab National Bank,Jharkhand,EAST SINGHBHUM,831012
1887,Ravianand Shivnath Jaiswar,2761476290,male,State Bank of India,Jharkhand,RAMGARH,829126
1888,Lija Pradhan,6780072883,male,UCO Bank,Bihar,WEST CHAMPARAN,845307
1889,Rahul Kumar Shaw,4286444284,female,Union Bank of India,Delhi,CENTRAL DELHI,110060
1890,Sushant Sunil Jadhav,4528049935,female,Axis Bank,Punjab,MOHALI,140306
1891,Anisha Ravindra Kesarkar,6240984292,male,Bandhan Bank,Jharkhand,WEST SINGHBHUM,833105
1892,Sumit Kumar Suman,3932483850,female,CSB Bank,Punjab,LUDHIANA,141110
1893,Varsha Sachin Thanekar,1230286914,female,City Union Bank,Jharkhand,EAST SINGHBHUM,832105
1894,Darshana Kiran Suryarao,4678533329,female,DCB Bank,Delhi,SOUTH WEST DELHI,110073
1895,Pooja Pallavi,4385498713,male,Dhanlaxmi Bank,Punjab,MOHALI,140506
1896,Govind Sharma,2663465220,female,Federal Bank,Jharkhand,SERAIKELAKHARSAWAN,833219
1897,Rekha Ashokbhai Shukhvani,7493565366,female,HDFC Bank,Punjab,LUDHIANA,141125
1898,Gautam Pal,7663954072,male,ICICI Bank,Haryana,YAMUNANAGAR,135103
1899,Sriparna Sengupta,1181989998,male,IndusInd Bank,Odisha,KALAHANDI,766100
1900,Aditya Ramesh Redekar,9027765783,male,IDFC FIRST Bank,Bihar,DARBHANGA,847423
1901,Krishna Sharma,1448172263,female,Karur Vysya Bank,Punjab,ROPAR,140108
1902,Sunil Parihar,1958659949,male,Kotak Mahindra Bank,Jharkhand,RANCHI,829210
1903,Sonali Singh,6561027949,male,IDBI Bank,Bihar,EAST CHAMPARAN,845422
1904,Sadanand Rajkumar Karmude,8822182734,male,RBL Bank,Jharkhand,SERAIKELAKHARSAWAN,831013
1905,Vishakha,5128165575,male,YES Bank,Maharashtra,Ahmed Nagar,423601
1906,Charanjeet Kaur,7973155177,male,Bank of Baroda,Bihar,EAST CHAMPARAN,845315
1907,Deenbandhu Negi,6299782323,female,Bank of India,Delhi,SOUTH WEST DELHI,110061
1908,Deepak Singh Shishodia,8351212416,male,Bank of Maharashtra,Punjab,MOHALI,140307
1909,Asif Yusuf Khan,4776114953,male,Canara Bank,Jharkhand,WEST SINGHBHUM,833106
1910,Aniket Laxman Temgire,7000773689,male,Central Bank of India,Punjab,LUDHIANA,141112
1911,Amit Sharma,2624091061,male,Indian Bank,Jharkhand,EAST SINGHBHUM,832106
1912,Vibhakar Pandey,1160623481,female,Indian Overseas Bank,Delhi,SOUTH DELHI,110074
1913,Akash Deep Tyagi,1363499048,male,Punjab and Sind Bank,Punjab,MOHALI,140507
1914,Jakir,7264737629,male,Punjab National Bank,Jharkhand,SERAIKELAKHARSAWAN,833220
1915,Vikram,8499414376,female,State Bank of India,Punjab,LUDHIANA,141126
1916,Raj Narayan Singhal,6021681196,female,UCO Bank,Haryana,YAMUNANAGAR,135106
1917,Rohan Chavagonda Patil,5754054725,male,Union Bank of India,Odisha,KALAHANDI,766101
1918,Chandanidevi Ramprasad Prajapati,1947996520,female,Axis Bank,Bihar,DARBHANGA,847422
1919,Kanak Sharma,7132597673,male,Bandhan Bank,Punjab,MOHALI,140109
1920,Mandeep Kaur Saini,7082549662,male,CSB Bank,Jharkhand,BOKARO,829301
1921,Ashutosh Raj,7151857867,female,City Union Bank,Bihar,EAST CHAMPARAN,845423
1922,Nitesh Shyamnarayan Sharma,5113207020,male,DCB Bank,Jharkhand,SERAIKELAKHARSAWAN,831014
1923,Kiran Suresh Ghodke,8883359816,male,Dhanlaxmi Bank,Maharashtra,Ahmed Nagar,423602
1924,Suraj Mevalal Prajapati,5226540887,female,Federal Bank,Bihar,EAST CHAMPARAN,845401
1925,Sanket Ramnath Katare,1766151552,male,HDFC Bank,Delhi,SOUTH DELHI,110062
1926,Chandan Kumar Shaw,2021068109,male,ICICI Bank,Punjab,MOHALI,140308
1927,Susanta Kumar Sahoo,9587516323,female,IndusInd Bank,Jharkhand,WEST SINGHBHUM,833201
1928,Dona Soosan Siby,7374281691,female,IDFC FIRST Bank,Punjab,LUDHIANA,141113
1929,Rani Kumari,6809733795,male,Karur Vysya Bank,Jharkhand,EAST SINGHBHUM,832107
1930,Sangeeta Km,6534188136,female,Kotak Mahindra Bank,Delhi,SOUTH WEST DELHI,110075
1931,Yogesh Sharma,1537087029,female,IDBI Bank,Punjab,PATIALA,140601
1932,Saddam Khan,3959640601,male,RBL Bank,Jharkhand,WEST SINGHBHUM,833221
1933,Tania Roy,2894138418,male,YES Bank,Punjab,LUDHIANA,141127
1934,Ganesh Kacharu Chandane,2210853056,male,Bank of Baroda,Haryana,YAMUNANAGAR,135133
1935,Rohit Tyagi,4110415983,female,Bank of India,Jharkhand,RANCHI,834010
1936,Daljeet Kaur,3610256141,male,Bank of Maharashtra,Punjab,LUDHIANA,141414
1937,Shivani Gupta,2087675270,male,Canara Bank,Punjab,MOHALI,140110
1938,Leena Harish Choudhary,2213574895,male,Central Bank of India,Jharkhand,EAST SINGHBHUM,831001
1939,Ganesh Tanaji Gurav,6437027230,female,Indian Bank,Bihar,EAST CHAMPARAN,845424
1940,Kamalpreet Singh,3126385801,female,Indian Overseas Bank,Jharkhand,EAST SINGHBHUM,831015
1941,Heena,4434811059,male,Punjab and Sind Bank,Maharashtra,Ahmed Nagar,423603
1942,Yajan Sharma,8584460896,male,Punjab National Bank,Bihar,WEST CHAMPARAN,845404
1943,Pranav Jain,3735616364,male,State Bank of India,Delhi,WEST DELHI,110063
1944,Amit Pondnhi,9611628602,female,UCO Bank,Punjab,PATIALA,140401
1945,Aakib Kazi,7570277782,male,Union Bank of India,Jharkhand,WEST SINGHBHUM,833202
1946,Stephen Selvaraj Chetty,9496058579,male,Axis Bank,Punjab,LUDHIANA,141114
1947,Rutul Ashokkumar Kanabar,3220905681,male,Bandhan Bank,Jharkhand,SERAIKELAKHARSAWAN,832108
1948,Ashi Singh,2096576830,female,CSB Bank,Delhi,SOUTH DELHI,110076
1949,Rohit Soam,9130702360,male,City Union Bank,Punjab,PATIALA,140602
1950,Gaurav Mehra,1071946063,female,DCB Bank,Jharkhand,WEST SINGHBHUM,833222
1951,Amjad Khan,1379990141,male,Dhanlaxmi Bank,Punjab,LUDHIANA,141201
1952,Shailesh Nautiyal,2327940375,male,Federal Bank,Haryana,KURUKSHETRA,136020
1953,Shivani Soni,2966591606,female,HDFC Bank,Jharkhand,RANCHI,834011
1954,Praveen Kumar Gupta,5913299784,male,ICICI Bank,Punjab,LUDHIANA,141415
1955,Amit Chakravarti,5119239846,male,IndusInd Bank,Bihar,EAST CHAMPARAN,845425
1956,Abhijeet Ojha,4758260968,male,IDFC FIRST Bank,Jharkhand,EAST SINGHBHUM,831016
1957,Tanver Kaur,5927087341,female,Karur Vysya Bank,Maharashtra,Ahmed Nagar,423604
1958,Pushkar Rajendra Jadhav,5155733293,female,Kotak Mahindra Bank,Bihar,EAST CHAMPARAN,845406
1959,Shabia Zehra,1996917547,male,IDBI Bank,Delhi,WEST DELHI,110064
1960,Manan Rajnikant Sutaria,9963397478,female,RBL Bank,Punjab,PATIALA,140402
1961,Uttam Agrawal,3998429207,female,YES Bank,Jharkhand,WEST SINGHBHUM,833203
1962,Soumyaranjan Nayak,1436575121,female,Bank of Baroda,Punjab,LUDHIANA,141115
1963,Papin Kumar Majhi,5773149747,male,Bank of India,Jharkhand,SERAIKELAKHARSAWAN,832109
1964,Subham Kumari,4533716418,male,Bank of Maharashtra,Delhi,SOUTH WEST DELHI,110077
1965,Silky Sonali,4795425115,female,Canara Bank,Punjab,MOHALI,140603
1966,Punam Kumari,2785656179,male,Central Bank of India,Jharkhand,WEST SINGHBHUM,833223
1967,Vishnu,6381715291,male,Indian Bank,Punjab,LUDHIANA,141202
1968,Hemant Singh,2622341812,male,Indian Overseas Bank,Haryana,KAITHAL,136021
1969,Himanshu Agrawal,2643173810,female,Punjab and Sind Bank,Jharkhand,RANCHI,834012
1970,Mohd Junaid Siddiqui,7466510705,male,Punjab National Bank,Punjab,LUDHIANA,141416
1971,Priyanka Rathore,8198541636,female,State Bank of India,Bihar,DARBHANGA,845426
1972,Bhatt Divya Rajkumar,5291660027,female,UCO Bank,Jharkhand,EAST SINGHBHUM,831017
1973,Kajol Pal,3838696066,female,Union Bank of India,Maharashtra,Ahmed Nagar,423605
1974,Vala Ankitaben Karansinh,4577597658,male,Axis Bank,Bihar,EAST CHAMPARAN,845411
1975,Bhaliya Kartik Kanjibhai,5213513023,female,Bandhan Bank,Delhi,SOUTH DELHI,110065
1976,Chauhan Umangkumar Ashokbhai,9184165528,female,CSB Bank,Punjab,FATEHGARH SAHIB,140405
1977,Surbhi Solanki,1851349301,male,City Union Bank,Jharkhand,WEST SINGHBHUM,833204
1978,Megha Bharti,4736724091,male,DCB Bank,Punjab,LUDHIANA,141116
1979,Sartaj Diwakar,8129914257,female,Dhanlaxmi Bank,Jharkhand,EAST SINGHBHUM,832111
1980,Nizamuddin Sardar Shaikh,5434561182,male,Federal Bank,Delhi,SOUTH WEST DELHI,110078
1981,Bhadoriya Niteshsingh Rajeshsingh,8771112763,female,HDFC Bank,Punjab,MOHALI,140604
1982,Ranjay Rajak,9401509963,male,ICICI Bank,Jharkhand,RANCHI,834001
1983,Baidyanath Bhandari,9439929736,male,IndusInd Bank,Punjab,LUDHIANA,141203
1984,Afsana Khan,3926203057,male,IDFC FIRST Bank,Haryana,KURUKSHETRA,136026
1985,Ramandeep,7058185540,female,Karur Vysya Bank,Jharkhand,RANCHI,834013
1986,Richa Arora,9557253134,female,Kotak Mahindra Bank,Punjab,LUDHIANA,141417
1987,Deepanshu Kharbanda,2517847994,female,IDBI Bank,Bihar,EAST CHAMPARAN,845427
1988,Vasudev Tiwari,6503486782,female,RBL Bank,Jharkhand,EAST SINGHBHUM,831019
1989,Seenam Khan,3935683681,female,YES Bank,Maharashtra,Ahmed Nagar,423607
1990,Sahebrao Digambar Waghmare,8760543732,male,Bank of Baroda,Bihar,EAST CHAMPARAN,845412
1991,Ashwini Ramesh Kamble,1775160783,male,Bank of India,Delhi,NEW DELHI,110066
1992,Shubam Mahajan,6571816387,female,Bank of Maharashtra,Punjab,FATEHGARH SAHIB,140406
1993,Nidhi Kumari Sinha,2608747739,male,Canara Bank,Jharkhand,WEST SINGHBHUM,833212
1994,Shabanam Mahant,4951801592,male,Central Bank of India,Punjab,LUDHIANA,141117
1995,Amit Kishor Solanke,3425154083,female,Indian Bank,Jharkhand,EAST SINGHBHUM,832112
1996,Priyanka Nayan,8499371688,male,Indian Overseas Bank,Delhi,SOUTH DELHI,110080
1997,Ritesh Yadav,9213265721,female,Punjab and Sind Bank,Punjab,PATIALA,140701
1998,Adarsh Puri,8692246631,female,Punjab National Bank,Jharkhand,RANCHI,834002
1999,Pavit Kaur Mendiratta,5263627708,male,State Bank of India,Punjab,LUDHIANA,141204
2000,Suyash Yadav,1410081112,male,UCO Bank,Haryana,KURUKSHETRA,136027
2001,Aman Jayaswal,6098775753,male,Union Bank of India,Jharkhand,RANCHI,835101
2002,Jyoti Rajesh Singh,4629373368,male,Axis Bank,Punjab,LUDHIANA,141418
2003,Megha Kathel,8174429710,female,Bandhan Bank,Bihar,EAST CHAMPARAN,845428
2004,Subhradeep Chakraborty,2720868438,male,CSB Bank,Jharkhand,EAST SINGHBHUM,831020
2005,Mahmood Alam,5645023554,female,City Union Bank,Maharashtra,AURANGABAD,423701
2006,Debashis Pramanik,7453663250,female,DCB Bank,Bihar,EAST CHAMPARAN,845413
2007,Simran Dubey,8789517513,male,Dhanlaxmi Bank,Delhi,SOUTH WEST DELHI,110067
2008,Shailee Gupta,9895842985,male,Federal Bank,Punjab,FATEHGARH SAHIB,140407
2009,Jyotisna Tikkha,7924395554,female,HDFC Bank,Jharkhand,WEST SINGHBHUM,833213
2010,Vivek Kumar Pandey,6595076393,female,ICICI Bank,Punjab,LUDHIANA,141118
2011,Sonam Rai,7452772035,male,IndusInd Bank,Jharkhand,EAST SINGHBHUM,832113
2012,Anka Bhattacharjee,1970410513,male,IDFC FIRST Bank,Delhi,NORTH DELHI,110081
2013,Sourav Chatterjee,5428405516,female,Karur Vysya Bank,Punjab,PATIALA,140702
2014,K Mohit Kumar,4275076297,female,Kotak Mahindra Bank,Jharkhand,RANCHI,834003
2015,Aashu,5252003802,female,IDBI Bank,Punjab,LUDHIANA,141205
2016,Parneet Kaur,9392509137,female,RBL Bank,Haryana,KURUKSHETRA,136030
2017,Prabhjot Singh,4558941373,female,YES Bank,Jharkhand,RANCHI,835102
2018,Karamjeet Kaur,5749963177,male,Bank of Baroda,Punjab,LUDHIANA,141419
2019,Jyoti Rani,2090471178,male,Bank of India,Bihar,EAST CHAMPARAN,845429
2020,Rajan Gauri,9350217300,female,Bank of Maharashtra,Jharkhand,EAST SINGHBHUM,831021
2021,Vijay Singh Yadav,8170955106,male,ICICI Bank,Bihar,SARAN,841301
2022,Kavita Thapliyal,5578887519,female,Canara Bank,Maharashtra,AURANGABAD,423702
2023,Sahil Sharma,7427077439,male,Central Bank of India,Bihar,EAST CHAMPARAN,845414
2024,Sapna Mangesh Panvalkar,6340082798,male,Indian Bank,Delhi,SOUTH DELHI,110068
2025,Prince Bhatia,9706689641,male,Indian Overseas Bank,Punjab,FATEHGARH SAHIB,140408
2026,Taranjit Kaur,3758586421,female,Punjab and Sind Bank,Jharkhand,WEST SINGHBHUM,833214
2027,Satnam Singh,2538939560,female,Punjab National Bank,Punjab,LUDHIANA,141119
2028,Ayushi Khandelwal,2861805715,male,State Bank of India,Jharkhand,EAST SINGHBHUM,832301
2029,Lucky Aswani,2474297003,male,UCO Bank,Delhi,NORTH DELHI,110082
2030,Gargi Kushwah,6107270212,male,Union Bank of India,Punjab,FATEHGARH SAHIB,140802
2031,Prachi Rathore,1451568621,female,Axis Bank,Jharkhand,RANCHI,834004
2032,Vineet Jhanwar,1091130353,female,Bandhan Bank,Punjab,LUDHIANA,141206
2033,Nisha Singh,2082636147,male,CSB Bank,Haryana,KAITHAL,136033
2034,Mohit Rana,1275225820,female,City Union Bank,Jharkhand,RANCHI,835103
2035,Lokesh Khobre,1379262727,female,DCB Bank,Punjab,LUDHIANA,141421
2036,Pragati Pandey,6052507028,female,Dhanlaxmi Bank,Bihar,EAST CHAMPARAN,845430
2037,Arjun Roy,6578949586,female,Federal Bank,Jharkhand,EAST SINGHBHUM,832101
2038,Muskan Syan,4996764822,male,HDFC Bank,Maharashtra,AURANGABAD,423703
2039,Pradeep Kumar Singh,8751025455,male,ICICI Bank,Bihar,EAST CHAMPARAN,845415
2040,Palash Vijayvargiya,5280347497,female,IndusInd Bank,Delhi,CENTRAL DELHI,110069
2041,Banty Rana,6069385690,female,IDFC FIRST Bank,Punjab,FATEHGARH SAHIB,140412
2042,Pandya Poonam,7343798379,female,Karur Vysya Bank,Jharkhand,WEST SINGHBHUM,833215
2043,Snehal Ananda Simane,1160238746,male,Kotak Mahindra Bank,Punjab,LUDHIANA,141120
2044,Nitin Chaurasia,5522342754,male,IDBI Bank,Jharkhand,EAST SINGHBHUM,832302
2045,Aarti Sharma,7501877916,male,RBL Bank,Delhi,NORTH WEST DELHI,110083
2046,Krishnadev Pramodkumar Vishwakarma,6194190921,male,YES Bank,Punjab,MOHALI,140901
2047,Shaikh Abdulaziz,7694993778,female,Bank of Baroda,Jharkhand,RANCHI,834005
2048,Suchismita Prathana Panda,5607061679,female,Bank of India,Punjab,LUDHIANA,141401
2049,Sunita,4441764905,female,Bank of Maharashtra,Haryana,KURUKSHETRA,136034
2050,Rahul Arjun Jaiswar,6314847001,male,Canara Bank,Jharkhand,SIMDEGA,835201
2051,Paavana B G,5187368898,female,Central Bank of India,Punjab,LUDHIANA,141422
2052,Shreshtha Jaiswal,8028079300,male,Indian Bank,Bihar,EAST CHAMPARAN,845431
2053,Chandan Kumar Pandey,2536481770,female,Indian Overseas Bank,Jharkhand,EAST SINGHBHUM,832102
2054,Tulika Sinha,3143219964,male,Punjab and Sind Bank,Maharashtra,DHULE,424001
2055,Laveena Manwani,3544153780,female,Punjab National Bank,Delhi,SOUTH DELHI,110070
2056,Ayush Shukla,5962324309,male,State Bank of India,Punjab,ROPAR,140413
2057,Sonu Sen,7052194736,female,UCO Bank,Jharkhand,SERAIKELAKHARSAWAN,833216
2058,Ikram Khan,8502914410,female,Union Bank of India,Punjab,LUDHIANA,141121
2059,Poonam Jain,3591897105,female,Axis Bank,Jharkhand,EAST SINGHBHUM,832303
2060,Ritambra Virmani,3620327800,female,Bandhan Bank,Delhi,NORTH EAST DELHI,110084
2061,Shreya Shrivastava,6829884404,female,CSB Bank,Punjab,LUDHIANA,141001
2062,Sonu Singh,5286872520,male,City Union Bank,Jharkhand,RANCHI,834006
2063,Dolly Singhal,5685040480,female,DCB Bank,Punjab,FATEHGARH SAHIB,141411
2064,Suyash Saxena,2274759913,male,Dhanlaxmi Bank,Jharkhand,RANCHI,835204
2065,Robin,8694786381,female,Federal Bank,Haryana,KURUKSHETRA,136035
2066,Sahil Jain,1806275949,female,HDFC Bank,Jharkhand,RANCHI,835202
2067,Umesh Kumar Rana,9358053016,male,ICICI Bank,Punjab,FATEHGARH SAHIB,141801
2068,Harish Selvan,2713662801,male,IndusInd Bank,Bihar,EAST CHAMPARAN,845432
2069,Nirmala Nathuram Bate,1026830353,male,IDFC FIRST Bank,Jharkhand,EAST SINGHBHUM,832103
2070,Supriya Sudhir Shinde,6550840148,male,Karur Vysya Bank,Maharashtra,DHULE,424002
2071,Noorunisa Ismail Pinjari,4654597723,female,Kotak Mahindra Bank,Delhi,SOUTH WEST DELHI,110071
2072,Bipinjot Singh,3640602381,female,IDBI Bank,Punjab,PATIALA,140417
2073,Suraj Rawat,6981403894,female,RBL Bank,Jharkhand,WEST SINGHBHUM,833217
2074,Ananya Routh,8718789505,female,YES Bank,Punjab,LUDHIANA,141122
2075,Aman Ramashish Vishwakarma,1783622034,male,Bank of Baroda,Jharkhand,EAST SINGHBHUM,832304
2076,Utkarsh Das,2020255169,male,Bank of India,Delhi,NORTH WEST DELHI,110085
2077,Nitika,5212010941,male,Bank of Maharashtra,Punjab,LUDHIANA,141002
2078,Pendlimadugu Vinay Kumar,3169038235,male,Canara Bank,Jharkhand,RANCHI,834008
2079,Ritesh Kumar Chaudhary,8874270153,male,Central Bank of India,Punjab,LUDHIANA,141412
